Name,GeneID,RAPDB,Product
XM_015756324.2,LOC4347830,Os09g0557900,lamin-like protein
XM_015756325.2,LOC4347016,Os09g0407600,DNA mismatch repair protein MSH6
XM_015756326.2,LOC112935984,Os09g0407700,haloacid dehalogenase-like hydrolase domain-containing protein Sgpp%2C transcript variant X1
XM_015756327.2,LOC112935984,Os09g0407700,haloacid dehalogenase-like hydrolase domain-containing protein Sgpp%2C transcript variant X2
XM_015756328.2,LOC4347019,Os09g0407900,U4/U6.U5 tri-snRNP-associated protein 2
XM_015756329.1,LOC4347241,Os09g0453700,dipeptidyl aminopeptidase BI%2C transcript variant X1
XM_015756330.2,LOC4324695,Os01g0719100,probable E3 ubiquitin-protein ligase RZFP34%2C transcript variant X3
XM_015756331.1,LOC4347242,Os09g0453800,probable N-succinyldiaminopimelate aminotransferase DapC
XM_015756332.2,LOC9269387,Os09g0416600,uncharacterized LOC9269387
XM_015756333.2,LOC4347066,Os09g0416800,probable CCR4-associated factor 1 homolog 7
XM_015756334.2,LOC4347065,Os09g0416700,Golgi SNAP receptor complex member 1-1
XM_015756335.2,LOC4347913,Os09g0570400,probable anion transporter 4%2C chloroplastic
XM_015756336.2,LOC4347911,Os09g0570200,uncharacterized LOC4347911%2C transcript variant X1
XM_015756337.2,LOC4347911,Os09g0570200,uncharacterized LOC4347911%2C transcript variant X2
XM_015756338.1,LOC4347912,Os09g0570300,short-chain dehydrogenase TIC 32%2C chloroplastic
XM_015756339.2,LOC107276553,Os09g0560850,extensin-2
XM_015756340.2,LOC4347855,Os09g0560900,protein SUPPRESSOR OF FRI 4%2C transcript variant X1
XM_015756341.1,LOC4324171,Os01g0653800,uncharacterized LOC4324171
XM_015756342.2,LOC4347855,Os09g0560900,protein SUPPRESSOR OF FRI 4%2C transcript variant X2
XM_015756343.2,LOC4347853,Os09g0560700,mitochondrial amidoxime reducing component 2
XM_015756344.2,LOC4347854,Os09g0560800,mitochondrial amidoxime reducing component 2
XM_015756345.2,LOC4347497,Os09g0503400,leucine--tRNA ligase%2C cytoplasmic
XM_015756346.2,LOC4347498,0,uncharacterized LOC4347498
XM_015756347.2,LOC4346803,Os09g0346500,chlorophyll a-b binding protein 1%2C chloroplastic-like
XM_015756348.2,LOC4347171,Os09g0440200,uncharacterized LOC4347171
XM_015756349.1,LOC4347172,Os09g0440300,aldehyde dehydrogenase family 7 member A1
XM_015756350.2,LOC4346440,Os09g0127800,coatomer subunit alpha-3-like%2C transcript variant X1
XM_015756351.2,LOC4346440,Os09g0127800,coatomer subunit alpha-3-like%2C transcript variant X2
XM_015756352.2,LOC4325380,Os01g0653700,F-box/FBD/LRR-repeat protein At1g16930
XM_015756353.2,LOC4347111,Os09g0425900,tetraspanin-8
XM_015756354.2,LOC4347112,Os09g0426000,WAT1-related protein At4g28040%2C transcript variant X1
XM_015756355.2,LOC4347112,Os09g0426000,WAT1-related protein At4g28040%2C transcript variant X2
XM_015756356.1,LOC4347113,Os09g0426100,WAT1-related protein At4g30420%2C transcript variant X1
XM_015756357.1,LOC4347113,Os09g0426100,WAT1-related protein At4g30420%2C transcript variant X3
XM_015756358.2,LOC4347803,Os09g0553700,uncharacterized LOC4347803
XM_015756359.2,LOC4347805,Os09g0553900,protein PLASTID MOVEMENT IMPAIRED 1
XM_015756360.2,LOC4347806,Os09g0554000,mitochondrial phosphate carrier protein 1%2C mitochondrial
XM_015756361.1,LOC4347804,Os09g0553800,uncharacterized LOC4347804
XM_015756362.2,LOC4346499,Os09g0248100,fasciclin-like arabinogalactan protein 2
XM_015756363.1,LOC4346500,Os09g0248200,FRIGIDA-like protein 3
XM_015756364.2,LOC4324588,Os01g0218800,histone-lysine N-methyltransferase ATX5
XM_015756365.2,LOC4347099,Os09g0423600,probable monogalactosyldiacylglycerol synthase 1%2C chloroplastic
XM_015756366.2,LOC4347101,Os09g0423800,AP2-like ethylene-responsive transcription factor At1g16060%2C transcript variant X7
XM_015756371.2,LOC4347100,Os09g0423700,uncharacterized LOC4347100
XM_015756372.2,LOC4347258,Os09g0456700,uncharacterized LOC4347258
XM_015756373.2,LOC4347259,Os09g0456800,heat stress transcription factor B-1-like
XM_015756374.2,LOC9268489,Os09g0361500,isochorismate synthase 1%2C chloroplastic%2C transcript variant X2
XM_015756375.2,LOC4324587,Os01g0218700,ABC transporter D family member 2%2C chloroplastic%2C transcript variant X1
XM_015756376.2,LOC4346851,Os09g0361400,mitochondrial outer membrane protein porin 1-like
XM_015756377.2,LOC4346853,Os09g0361700,uncharacterized protein At4g33100
XM_015756378.2,LOC4347020,Os09g0407950,uncharacterized LOC4347020
XM_015756380.2,LOC4346420,Os09g0120100,uncharacterized LOC4346420%2C transcript variant X1
XM_015756382.2,LOC4324587,Os01g0218700,ABC transporter D family member 2%2C chloroplastic%2C transcript variant X2
XM_015756383.2,LOC4347394,Os09g0481100,phosphatidylinositol/phosphatidylcholine transfer protein SFH6
XM_015756384.2,LOC4347396,Os09g0481300,WPP domain-interacting protein 2
XM_015756385.2,LOC4347395,Os09g0481200,photosystem I reaction center subunit V%2C chloroplastic
XM_015756386.2,LOC4347029,Os09g0409950,transcription initiation factor TFIID subunit 2
XM_015756387.2,LOC4347142,Os09g0434500,ethylene-responsive transcription factor 1-like
XM_015756388.2,LOC4346900,Os09g0372900,putative F-box protein At2g02030%2C transcript variant X1
XM_015756389.2,LOC4346900,Os09g0372900,putative F-box protein At2g02030%2C transcript variant X2
XM_015756390.2,LOC4324111,Os01g0686400,EEF1A lysine methyltransferase 2
XM_015756391.2,LOC4346899,Os09g0372800,probable serine/threonine-protein kinase DDB_G0291350%2C transcript variant X1
XM_015756392.2,LOC4346899,Os09g0372800,probable serine/threonine-protein kinase DDB_G0291350%2C transcript variant X2
XM_015756393.2,LOC4346901,Os09g0373000,mitochondrial pyruvate carrier 1
XM_015756394.1,LOC4346740,Os09g0326100,receptor-like protein kinase HSL1
XM_015756395.2,LOC4324589,Os01g0218900,histone-lysine N-methyltransferase ATX3
XM_015756396.2,LOC9267126,Os09g0325220,uncharacterized LOC9267126%2C transcript variant X1
XM_015756397.2,LOC9267126,Os09g0325220,uncharacterized LOC9267126%2C transcript variant X2
XM_015756398.2,LOC9267126,Os09g0325220,uncharacterized LOC9267126%2C transcript variant X3
XM_015756399.2,LOC9267126,Os09g0325220,uncharacterized LOC9267126%2C transcript variant X4
XM_015756401.2,LOC4346736,Os09g0325700,probable protein phosphatase 2C 68
XM_015756404.1,LOC4346600,Os09g0279000,protein EMSY-LIKE 3%2C transcript variant X1
XM_015756405.2,LOC4346600,Os09g0279000,protein EMSY-LIKE 3%2C transcript variant X2
XM_015756406.2,LOC4324585,Os01g0218500,protein RICE FLOWERING LOCUS T 1-like
XM_015756407.2,LOC4347892,Os09g0568000,R3H domain-containing protein 1%2C transcript variant X2
XM_015756410.2,LOC4347894,Os09g0568200,DNA polymerase epsilon subunit 3
XM_015756411.2,LOC4346917,Os09g0376800,probable alpha%2Calpha-trehalose-phosphate synthase [UDP-forming] 10
XM_015756412.2,LOC4346409,Os09g0115400,polyadenylate-binding protein 2
XM_015756413.2,LOC107276062,Os09g0498500,probable sarcosine oxidase
XM_015756414.2,LOC107278231,Os09g0498300,thaumatin-like protein 1b
XM_015756416.2,LOC4327667,Os01g0588500,probable serine/threonine-protein kinase PIX7
XM_015756417.2,LOC4347559,Os09g0513600,PTI1-like tyrosine-protein kinase 3%2C transcript variant X1
XM_015756419.2,LOC4347559,Os09g0513600,PTI1-like tyrosine-protein kinase 3%2C transcript variant X2
XM_015756421.2,LOC9268282,Os09g0513500,protein FLOWERING LOCUS T%2C transcript variant X2
XM_015756423.2,LOC107277012,Os01g0588100,hypersensitive-induced response protein 1%2C transcript variant X2
XM_015756424.2,LOC4346981,Os09g0397300,alpha%2Calpha-trehalose-phosphate synthase [UDP-forming] 6
XM_015756425.2,LOC4347800,Os09g0553200,UTP--glucose-1-phosphate uridylyltransferase
XM_015756426.2,LOC4347801,Os09g0553300,nudix hydrolase 23%2C chloroplastic
XM_015756427.2,LOC4346856,Os09g0362800,aminopeptidase M1-D-like
XM_015756429.2,LOC4346742,Os09g0326900,eukaryotic translation initiation factor 5
XM_015756430.2,LOC4347768,Os09g0547300,nitrate regulatory gene2 protein
XM_015756431.2,LOC107277012,Os01g0588100,hypersensitive-induced response protein 1%2C transcript variant X1
XM_015756432.2,LOC4347769,Os09g0547500,probable cytokinin riboside 5'-monophosphate phosphoribohydrolase LOGL9
XM_015756433.2,LOC4347050,Os09g0413600,uncharacterized LOC4347050
XM_015756434.2,LOC4347407,Os09g0482900,UDP-glycosyltransferase 88B1
XM_015756435.2,LOC4347413,Os09g0483600,jmjC domain-containing protein 7
XM_015756437.2,LOC4347410,Os09g0483300,uncharacterized LOC4347410
XM_015756439.2,LOC4347408,Os09g0483100,uncharacterized LOC4347408
XM_015756440.2,LOC4347412,Os09g0483500,uncharacterized LOC4347412
XM_015756441.2,LOC4347386,Os09g0480100,uncharacterized LOC4347386
XM_015756442.2,LOC4327666,Os01g0588400,hypersensitive-induced response protein 1-like
XM_015756443.2,LOC4347387,0,uncharacterized LOC4347387
XM_015756445.2,LOC4347389,Os09g0480400,probable galacturonosyltransferase 4
XM_015756446.2,LOC4347390,Os09g0480600,uncharacterized LOC4347390
XM_015756447.2,LOC4347391,Os09g0480700,nuclear transcription factor Y subunit C-6-like
XM_015756449.2,LOC4347451,Os09g0494200,chitinase-like protein 1
XM_015756450.2,LOC4347452,Os09g0494300,methyl-CpG-binding domain-containing protein 2
XM_015756451.2,LOC4346616,Os09g0281900,mediator of RNA polymerase II transcription subunit 14%2C transcript variant X1
XM_015756452.2,LOC4346616,Os09g0281900,mediator of RNA polymerase II transcription subunit 14%2C transcript variant X2
XM_015756453.2,LOC4327668,Os01g0588600,YJU2 splicing factor homolog
XM_015756454.1,LOC4347615,Os09g0521500,ATPase ASNA1 homolog
XM_015756458.2,LOC4346450,Os09g0130800,DNA-binding protein SMUBP-2%2C transcript variant X2
XM_015756459.2,LOC4346450,Os09g0130800,DNA-binding protein SMUBP-2%2C transcript variant X3
XM_015756460.2,LOC4346450,Os09g0130800,DNA-binding protein SMUBP-2%2C transcript variant X4
XM_015756461.2,LOC9272276,Os09g0241550,uncharacterized LOC9272276%2C transcript variant X4
XM_015756463.2,LOC9272276,Os09g0241550,uncharacterized LOC9272276%2C transcript variant X3
XM_015756464.2,LOC4327665,Os01g0588200,mitochondrial outer membrane protein porin 3-like
XM_015756466.2,LOC9272276,Os09g0241550,uncharacterized LOC9272276%2C transcript variant X1
XM_015756467.2,LOC4347092,Os09g0422000,putrescine hydroxycinnamoyltransferase 1-like
XM_015756468.2,LOC4346931,Os09g0380600,uncharacterized LOC4346931
XM_015756469.2,LOC9269190,Os09g0332700,ABC transporter G family member 53-like
XM_015756470.2,LOC4325502,Os01g0767700,DExH-box ATP-dependent RNA helicase DExH6
XM_015756471.2,LOC9267369,Os09g0560450,ultraviolet-B receptor UVR8
XM_015756472.2,LOC4347852,Os09g0560600,ALA-interacting subunit 5%2C transcript variant X2
XM_015756473.2,LOC4347852,Os09g0560600,ALA-interacting subunit 5%2C transcript variant X1
XM_015756474.2,LOC4347852,Os09g0560600,ALA-interacting subunit 5%2C transcript variant X3
XM_015756475.2,LOC4347852,Os09g0560600,ALA-interacting subunit 5%2C transcript variant X4
XM_015756476.1,LOC4347851,Os09g0560500,dihydroneopterin aldolase 2%2C transcript variant X2
XM_015756477.1,LOC4347851,Os09g0560500,dihydroneopterin aldolase 2%2C transcript variant X3
XM_015756478.2,LOC4347851,Os09g0560500,dihydroneopterin aldolase 2%2C transcript variant X4
XM_015756479.2,LOC4347850,Os09g0560400,uncharacterized LOC4347850
XM_015756480.2,LOC4347572,Os09g0515100,ATPase family AAA domain-containing protein At1g05910
XM_015756481.2,LOC9270778,Os09g0511000,lysM domain receptor-like kinase 10%2C transcript variant X1
XM_015756482.2,LOC9270778,Os09g0511000,lysM domain receptor-like kinase 10%2C transcript variant X2
XM_015756483.2,LOC4325501,Os01g0767600,uncharacterized LOC4325501%2C transcript variant X1
XM_015756484.2,LOC9268345,Os09g0510900,uncharacterized LOC9268345%2C transcript variant X1
XM_015756485.2,LOC9268345,Os09g0510900,uncharacterized LOC9268345%2C transcript variant X2
XM_015756487.2,LOC4327687,Os01g0708900,mitochondrial carrier protein CoAc1
XM_015756488.2,LOC4347520,Os09g0507500,peroxidase 73
XM_015756489.2,LOC4347525,Os09g0508200,uncharacterized LOC4347525
XM_015756490.2,LOC4347522,Os09g0507800,60S ribosomal protein L7a-1-like
XM_015756491.2,LOC4347521,Os09g0507600,transmembrane emp24 domain-containing protein p24beta2%2C transcript variant X1
XM_015756492.2,LOC9270862,0,auxin-responsive protein SAUR41-like
XM_015756493.1,LOC4346651,Os09g0297000,ferrochelatase-1%2C chloroplastic-like
XM_015756494.2,LOC4346652,Os09g0297100,ubiquitin-conjugating enzyme E2 variant 1C
XM_015756495.2,LOC4327902,Os01g0777700,inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase VIP1%2C transcript variant X2
XM_015756496.1,LOC4346562,Os09g0266400,GPI inositol-deacylase%2C transcript variant X1
XM_015756497.2,LOC4346562,Os09g0266400,GPI inositol-deacylase%2C transcript variant X2
XM_015756498.2,LOC4346661,Os09g0299200,myb family transcription factor PHL7%2C transcript variant X1
XM_015756499.2,LOC4346661,Os09g0299200,myb family transcription factor PHL7%2C transcript variant X2
XM_015756500.1,LOC4346660,Os09g0299000,protein PHR1-LIKE 2
XM_015756501.2,LOC4346805,Os09g0346700,protein unc-13 homolog
XM_015756503.1,LOC4346804,Os09g0346600,retinol dehydrogenase 13
XM_015756504.2,LOC4346724,Os09g0323100,E3 ubiquitin-protein ligase At1g63170%2C transcript variant X1
XM_015756505.2,LOC4346724,Os09g0323100,E3 ubiquitin-protein ligase At1g63170%2C transcript variant X2
XM_015756506.2,LOC4346724,Os09g0323100,E3 ubiquitin-protein ligase At1g63170%2C transcript variant X3
XM_015756507.2,LOC4346724,Os09g0323100,E3 ubiquitin-protein ligase At1g63170%2C transcript variant X4
XM_015756508.2,LOC4346723,Os09g0323000,UDP-glucose 4-epimerase 4-like
XM_015756510.2,LOC4347086,Os09g0420900,BTB/POZ domain-containing protein NPY1
XM_015756511.2,LOC4347085,Os09g0420800,ubiquitin-NEDD8-like protein RUB1
XM_015756512.1,LOC4346699,Os09g0315700,phosphoenolpyruvate carboxylase 2
XM_015756513.2,LOC4346719,Os09g0322500,ankyrin repeat-containing protein At2g01680%2C transcript variant X1
XM_015756514.2,LOC4346719,Os09g0322500,ankyrin repeat-containing protein At2g01680%2C transcript variant X3
XM_015756515.2,LOC4327899,Os01g0777300,exonuclease 1-like%2C transcript variant X2
XM_015756516.2,LOC4347833,Os09g0558200,trihelix transcription factor ASIL1
XM_015756517.1,LOC4347832,Os09g0558100,hydrophobic protein OSR8-like
XM_015756518.2,LOC107275669,Os09g0551400,G-type lectin S-receptor-like serine/threonine-protein kinase At1g11300
XM_015756520.2,LOC4347788,Os09g0551500,receptor-like serine/threonine-protein kinase SD1-8
XM_015756521.2,LOC4327899,Os01g0777300,exonuclease 1-like%2C transcript variant X1
XM_015756522.2,LOC4347787,Os09g0551300,25S rRNA (cytosine-C(5))-methyltransferase nop2
XM_015756523.2,LOC4346442,Os09g0128600,tRNA-specific adenosine deaminase TAD3%2C transcript variant X1
XM_015756524.2,LOC4346442,Os09g0128600,tRNA-specific adenosine deaminase TAD3%2C transcript variant X2
XM_015756525.2,LOC4346442,Os09g0128600,tRNA-specific adenosine deaminase TAD3%2C transcript variant X3
XM_015756526.2,LOC4346442,Os09g0128600,tRNA-specific adenosine deaminase TAD3%2C transcript variant X4
XM_015756527.2,LOC4346442,Os09g0128600,tRNA-specific adenosine deaminase TAD3%2C transcript variant X5
XM_015756528.2,LOC4346442,Os09g0128600,tRNA-specific adenosine deaminase TAD3%2C transcript variant X6
XM_015756529.2,LOC9271983,Os09g0365000,putative disease resistance protein RGA3
XM_015756530.2,LOC4346871,Os09g0364900,SNF1-related protein kinase regulatory subunit beta-3%2C transcript variant X1
XM_015756531.2,LOC4346871,Os09g0364900,SNF1-related protein kinase regulatory subunit beta-3%2C transcript variant X2
XM_015756532.2,LOC4346673,Os09g0306700,mediator of RNA polymerase II transcription subunit 25
XM_015756533.2,LOC107278698,Os01g0777600,uncharacterized protein At1g27050%2C transcript variant X1
XM_015756534.2,LOC4346802,Os09g0346400,proton pump-interactor BIP103-like
XM_015756535.2,LOC4347712,Os09g0538500,protein POLLENLESS 3-LIKE 2
XM_015756536.2,LOC9271088,Os09g0538400,myb-related protein Hv1-like%2C transcript variant X1
XM_015756537.2,LOC9269342,Os09g0538600,probable L-ascorbate peroxidase 4%2C peroxisomal
XM_015756538.2,LOC4347697,Os09g0536000,DNA-(apurinic or apyrimidinic site) lyase 2%2C transcript variant X1
XM_015756539.2,LOC4347697,Os09g0536000,DNA-(apurinic or apyrimidinic site) lyase 2%2C transcript variant X2
XM_015756540.2,LOC4347696,Os09g0535900,uncharacterized LOC4347696
XM_015756541.2,LOC107278482,Os09g0535600,uncharacterized LOC107278482%2C transcript variant X1
XM_015756542.2,LOC107278482,Os09g0535600,uncharacterized LOC107278482%2C transcript variant X2
XM_015756543.2,LOC4347140,Os09g0434000,AT-rich interactive domain-containing protein 4
XM_015756544.2,LOC4327900,Os01g0777400,uncharacterized protein At1g27050
XM_015756545.2,LOC4346498,Os09g0248000,D-aminoacyl-tRNA deacylase%2C transcript variant X1
XM_015756546.2,LOC4347357,Os09g0474800,phosphatidylinositol 4-kinase gamma 5%2C transcript variant X1
XM_015756547.2,LOC4347357,Os09g0474800,phosphatidylinositol 4-kinase gamma 5%2C transcript variant X2
XM_015756548.2,LOC4347889,Os09g0567700,protein HIRA-like%2C transcript variant X1
XM_015756549.2,LOC4347889,Os09g0567700,protein HIRA-like%2C transcript variant X2
XM_015756550.2,LOC4347890,Os09g0567800,GDSL esterase/lipase At5g03610
XM_015756551.1,LOC4346537,Os09g0258000,SEC14 cytosolic factor
XM_015756552.1,LOC4347702,Os09g0536700,protein NUCLEAR FUSION DEFECTIVE 4
XM_015756553.2,LOC4327901,Os01g0777500,inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase VIP1
XM_015756554.2,LOC4347579,Os09g0516300,flowering time control protein FPA%2C transcript variant X2
XM_015756555.2,LOC4347579,Os09g0516300,flowering time control protein FPA%2C transcript variant X1
XM_015756556.2,LOC4347658,Os09g0529900,2-keto-3-deoxy-L-rhamnonate aldolase
