,Kit_microbiota_vs_germfree_log2FoldChange,Kit_microbiota_vs_germfree_pvalue,Kit_microbiota_vs_germfree_padj,MH63_microbiota_vs_germfree_log2FoldChange,MH63_microbiota_vs_germfree_pvalue,MH63_microbiota_vs_germfree_padj,RAPDB,Product
LOC4342006,1.139609571,1.72E-17,2.11E-16,0.788052629,0.010538671,0.032871251,Os06g0705700,protein NRT1/ PTR FAMILY 8.3
LOC4324764,1.288277471,1.74E-17,2.13E-16,0.439294827,0.071592648,0.158915952,Os01g0873100,amidophosphoribosyltransferase%2C chloroplastic
LOC4325198,1.096663989,1.79E-17,2.19E-16,1.198083081,5.66E-11,8.52E-10,Os01g0169800,tryptophan aminotransferase-related protein 2-like%2C transcript variant X2
LOC4352102,1.063740782,1.80E-17,2.20E-16,0,0,0,Os12g0425800,uncharacterized LOC4352102
LOC4345424,1.64291203,2.48E-17,3.00E-16,-1.8945047,7.40E-13,1.35E-11,Os08g0376300,receptor-like protein kinase HSL1
LOC9272603,1.373704852,2.57E-17,3.11E-16,0.447152565,0.612397551,0.749872487,Os05g0198100,uncharacterized LOC9272603%2C transcript variant X1
LOC4332031,1.1562501,2.62E-17,3.17E-16,0.539778443,0.259987305,0.419622341,Os03g0211500,uncharacterized LOC4332031%2C transcript variant X4
LOC107276332,1.748661968,2.94E-17,3.53E-16,1.989676175,1.35E-07,1.30E-06,Os07g0211700,adenylate isopentenyltransferase 3%2C chloroplastic
LOC107279713,1.384949621,3.25E-17,3.90E-16,3.147297294,4.28E-05,0.000258749,0,probable serine/threonine-protein kinase At1g54610
LOC4348585,1.022417815,3.40E-17,4.08E-16,0.296329734,0.230025305,0.38336976,Os10g0406300,cyclic dof factor 1
LOC4335018,2.792734335,3.50E-17,4.20E-16,2.38757405,0.117798011,0.232181133,Os04g0141400,L-type lectin-domain containing receptor kinase IX.1
LOC9269462,3.032821359,4.55E-17,5.43E-16,1.969402389,8.55E-05,0.000481366,Os03g0643250,putative hydrolase C777.06c%2C transcript variant X12
LOC112937603,1.09991175,5.10E-17,6.05E-16,0.608298253,0.003392446,0.012545616,Os01g0872500,protein NRT1/ PTR FAMILY 5.10-like%2C transcript variant X4
LOC4341554,1.056977427,5.19E-17,6.16E-16,-0.697840438,0.000518842,0.002437232,Os06g0622700,bZIP transcription factor 50-like
LOC9268959,1.228639155,5.59E-17,6.63E-16,1.213347377,2.90E-07,2.63E-06,Os02g0504700,RPM1-interacting protein 4
LOC4327853,1.453852745,5.67E-17,6.72E-16,1.150839684,5.54E-06,3.96E-05,0,uncharacterized LOC4327853
LOC4329978,1.350066223,6.27E-17,7.42E-16,0.656191182,0.039993604,0.099349474,Os02g0614600,filament-like plant protein 7%2C transcript variant X2
LOC107280180,1.3053348,6.72E-17,7.94E-16,0.345057318,0.232452232,0.386458571,0,non-structural maintenance of chromosomes element 4 homolog A%2C transcript variant X2
LOC4347032,1.350155873,7.04E-17,8.31E-16,-0.118356995,0.757258525,0.854278911,Os09g0410700,transcription factor bHLH30
LOC4328205,1.154792125,7.28E-17,8.57E-16,-0.231814734,0.223426649,0.375071329,Os02g0132500,bZIP transcription factor 11
LOC4342080,1.14726789,7.32E-17,8.62E-16,-0.839941303,0.000517159,0.002430583,Os06g0717200,leucine-rich repeat receptor-like kinase protein FLORAL ORGAN NUMBER1
LOC107277572,1.547082551,8.00E-17,9.41E-16,2.257462007,1.39E-08,1.55E-07,Os01g0151800,uncharacterized LOC107277572
LOC4329511,1.587372869,1.03E-16,1.20E-15,0.086708155,0.803036558,0.883173029,0,E3 ubiquitin-protein ligase BOI
LOC9270724,1.366004107,1.04E-16,1.21E-15,-0.45717643,0.120308384,0.2359785,Os06g0107600,WAT1-related protein At4g01440
LOC107277676,1.645524256,1.10E-16,1.28E-15,0.41698684,0.090268115,0.189816608,Os03g0794100,uncharacterized LOC107277676%2C transcript variant X1
LOC4352747,1.10513159,1.15E-16,1.34E-15,-0.748311727,0.001429192,0.005937077,Os12g0607000,homocysteine S-methyltransferase 2
LOC9266658,1.092721081,1.41E-16,1.62E-15,-1.076415233,0.003848462,0.014015208,Os06g0534200,CLAVATA3/ESR (CLE)-related protein 2
LOC4338213,10.4493068,1.43E-16,1.65E-15,0,0,0,Os05g0248200,xylanase inhibitor protein 2-like
LOC4340447,1.032698285,1.46E-16,1.68E-15,-0.298141233,0.176865007,0.315487781,Os06g0208700,probable tyrosine-protein phosphatase DSP2
LOC4325309,2.165458896,1.53E-16,1.76E-15,0,0,0,Os01g0758300,phosphoenolpyruvate carboxylase%2C housekeeping isozyme
LOC4327574,1.310026968,1.62E-16,1.86E-15,-0.32199336,0.534213893,0.686449167,Os01g0823700,protein GRAVITROPIC IN THE LIGHT 1%2C transcript variant X2
LOC107275846,2.263609517,1.75E-16,2.00E-15,2.285713678,4.65E-06,3.38E-05,Os02g0578366,casparian strip membrane protein 7
LOC4342759,1.187538238,2.13E-16,2.42E-15,0.545107914,0.006995315,0.02321296,Os07g0227600,formin-like protein 3
LOC9271269,1.238115052,2.18E-16,2.48E-15,4.544818551,2.15E-99,6.84E-97,Os01g0608300,aspartyl protease family protein At5g10770-like
LOC4342450,1.202176138,2.23E-16,2.53E-15,0.378989565,0.106094301,0.214728684,Os07g0160300,CST complex subunit TEN1%2C transcript variant X6
LOC9267513,1.489892504,2.71E-16,3.06E-15,2.761127356,4.56E-50,5.02E-48,Os09g0535400,proline-rich receptor-like protein kinase PERK2
LOC9270410,1.219860224,2.72E-16,3.07E-15,-0.24551016,0.277882957,0.440260229,Os01g0342200,cysteine-rich receptor-like protein kinase 15
LOC4352105,1.283558282,2.78E-16,3.13E-15,-0.693346432,0.299292649,0.463576248,Os12g0428150,endoglucanase 18-like
LOC4334571,1.211238202,2.83E-16,3.19E-15,0.35142219,0.109706311,0.220168823,Os03g0817100,CASP-like protein 4B3
LOC4334643,2.688715907,3.34E-16,3.75E-15,0.921156614,0.001595979,0.006525085,Os03g0826800,uncharacterized LOC4334643
LOC4324062,1.245515685,3.43E-16,3.84E-15,1.028664487,7.36E-19,2.15E-17,Os01g0159400,acyl-coenzyme A oxidase 4%2C peroxisomal%2C transcript variant X1
LOC4352514,1.053888776,3.47E-16,3.89E-15,1.118228,5.97E-08,6.09E-07,Os12g0560700,DNA replication licensing factor MCM7-like
LOC4352799,1.794375524,3.73E-16,4.17E-15,2.277542763,4.38E-18,1.23E-16,Os12g0616400,transcription factor PCF8-like
LOC4336494,1.099998903,3.93E-16,4.39E-15,-0.679620668,0.027587984,0.073106514,Os04g0531900,salutaridine reductase
LOC4348524,1.101777547,4.17E-16,4.65E-15,-0.556188826,7.98E-06,5.54E-05,Os10g0390500,alanine aminotransferase 2
LOC4347887,1.126747937,4.25E-16,4.74E-15,1.988729898,1.46E-08,1.62E-07,Os09g0567500,putative fatty acyl-CoA reductase 7
LOC4331606,1.471180999,4.89E-16,5.42E-15,-0.892577174,0.069061052,0.154630864,Os03g0145900,E3 ubiquitin-protein ligase RZFP34%2C transcript variant X1
LOC4340801,2.1003871,4.89E-16,5.42E-15,0,0,0,Os06g0295000,uncharacterized LOC4340801
LOC4326442,1.049794388,5.20E-16,5.74E-15,1.555968372,0.000501601,0.002364236,Os01g0102900,light-regulated protein%2C chloroplastic-like
LOC4339443,1.498404867,5.80E-16,6.38E-15,1.225205478,0.136560786,0.259855868,Os05g0535800,uncharacterized LOC4339443
LOC9267782,1.343814326,5.84E-16,6.43E-15,1.865135846,3.28E-05,0.000202625,Os11g0664000,putative serine/threonine-protein kinase-like protein CCR3
LOC107278434,2.970765074,6.79E-16,7.45E-15,2.528763015,0.002741144,0.010421315,Os05g0533450,disease resistance protein RGA2%2C transcript variant X1
LOC4341908,1.30355949,6.81E-16,7.47E-15,1.121848921,5.96E-07,5.12E-06,Os06g0691600,probable calcium-binding protein CML29
LOC4337805,1.294911836,6.96E-16,7.62E-15,0.780262671,0.009454114,0.029976228,Os05g0147700,uncharacterized LOC4337805
LOC4334212,2.575546408,6.97E-16,7.62E-15,0.741230386,0.2207313,0.371859238,Os03g0764000,probable N-acetyltransferase HLS1
LOC4330277,1.056637649,7.01E-16,7.67E-15,-0.209090276,0.388025231,0.554846771,Os02g0671300,transcription factor bHLH110
LOC4349795,1.413100862,7.08E-16,7.74E-15,1.929859521,1.80E-31,1.00E-29,Os11g0151700,purple acid phosphatase 22
LOC4348782,1.105851995,7.49E-16,8.18E-15,-0.173343419,0.383342326,0.550322847,Os10g0454300,putative glycine-rich cell wall structural protein 1
LOC107276230,8.595927674,7.80E-16,8.51E-15,0,0,0,Os09g0264950,putative leucine-rich repeat receptor-like protein kinase At2g19210
LOC4338844,1.373094342,8.75E-16,9.52E-15,-0.010276304,0.973035131,0.983297829,Os05g0424000,amino acid permease 3%2C transcript variant X1
LOC4326605,2.327918421,1.07E-15,1.16E-14,7.969925853,1.28E-06,1.03E-05,Os01g0635200,protein RADIALIS-like 2
LOC4325655,1.002558651,1.08E-15,1.17E-14,0.096864644,0.512445536,0.668432782,Os01g0185400,pleiotropic regulator 1
LOC4339742,1.109001605,1.09E-15,1.18E-14,-0.526820399,0.02867006,0.075425564,Os05g0583400,mitochondrial import receptor subunit TOM7-1
LOC9267616,1.023108083,1.16E-15,1.25E-14,-0.334600439,0.104281253,0.211907971,Os11g0667600,putative serine/threonine-protein kinase-like protein CCR3
LOC4330758,2.380591712,1.29E-15,1.39E-14,1.234213305,0.025937938,0.06948767,Os02g0753700,uncharacterized LOC4330758
LOC9269435,1.165613234,1.31E-15,1.41E-14,2.434625882,5.02E-08,5.19E-07,Os08g0280200,formin-like protein 6%2C transcript variant X1
LOC4330488,1.716813471,1.41E-15,1.52E-14,2.370115539,3.07E-05,0.000191259,Os02g0710300,putative transcription factor bHLH086
LOC9269036,1.727581791,1.75E-15,1.86E-14,1.924650986,2.37E-17,6.26E-16,Os07g0673801,uncharacterized LOC9269036
LOC4335777,1.513026304,1.79E-15,1.91E-14,1.441444723,1.03E-13,2.02E-12,Os04g0412000,uncharacterized LOC4335777
LOC4329279,1.007968048,1.81E-15,1.93E-14,0.093911335,0.511321794,0.667561859,Os02g0455400,uncharacterized LOC4329279
LOC4349160,1.041304064,1.87E-15,1.99E-14,-1.027099184,0.010838981,0.033670961,Os10g0524300,uncharacterized LOC4349160
LOC4326278,3.464456382,2.16E-15,2.29E-14,4.46226978,0.001677519,0.006817088,Os01g0355250,salt stress-induced protein-like%2C transcript variant X2
LOC4344913,1.282653629,2.20E-15,2.33E-14,-0.848047667,0.064838488,0.147277698,Os08g0203300,probable LRR receptor-like serine/threonine-protein kinase At1g56140
LOC4339747,1.915714546,2.31E-15,2.44E-14,-1.439136238,0.002414245,0.009360987,Os05g0584400,uncharacterized LOC4339747
LOC4332922,1.102096462,2.47E-15,2.60E-14,4.479433926,1.08E-68,1.85E-66,Os03g0368000,peroxidase 2
LOC9271722,1.085080366,2.75E-15,2.89E-14,0,0,0,Os10g0506900,uncharacterized LOC9271722
LOC4334765,2.407119223,2.98E-15,3.13E-14,3.729531012,8.08E-24,3.21E-22,Os03g0845600,probable glucan endo-1%2C3-beta-glucosidase A6
LOC4347215,1.056066633,3.01E-15,3.15E-14,1.005806558,1.72E-05,0.000112998,Os09g0449400,protein indeterminate-domain 16
LOC4331344,3.024883854,3.07E-15,3.21E-14,-2.771776128,2.13E-15,4.83E-14,Os03g0109300,probable cytokinin riboside 5'-monophosphate phosphoribohydrolase LOGL3
LOC9269467,1.215306986,3.26E-15,3.40E-14,0.812113777,6.43E-05,0.000371528,0,LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 1.5
LOC4343449,1.385430305,3.61E-15,3.76E-14,-0.096010941,0.720056408,0.82969475,Os07g0530400,uncharacterized LOC4343449
LOC9271399,1.454121167,3.94E-15,4.09E-14,-0.417227076,0.156196725,0.287882101,0,protein GLUTAMINE DUMPER 1
LOC4348543,1.161534028,4.39E-15,4.54E-14,0.385547488,0.096852873,0.200012068,Os10g0394200,subtilisin-like protease SBT1.8
LOC4341049,1.110690602,4.59E-15,4.74E-14,0.112694323,0.481492279,0.640942272,Os06g0480000,U-box domain-containing protein 6%2C transcript variant X3
LOC9272116,3.484537542,4.62E-15,4.77E-14,0.63614157,0.213553655,0.362908998,Os06g0315000,salicylate carboxymethyltransferase%2C transcript variant X5
LOC112936071,2.201731412,4.79E-15,4.95E-14,-0.861120718,0.431147743,0.596237344,Os02g0187300,uncharacterized LOC112936071%2C transcript variant X1
LOC4344655,1.518653111,5.29E-15,5.43E-14,0.554745845,0.025797011,0.06921616,Os08g0148300,leucine-rich repeat receptor-like protein kinase TDR
LOC4333118,1.059352791,5.58E-15,5.72E-14,4.519099308,5.17E-53,6.04E-51,Os03g0417700,cytochrome P450 78A5
LOC4336585,1.315534416,5.66E-15,5.80E-14,1.66766034,8.61E-07,7.15E-06,Os04g0549700,ethylene-responsive transcription factor ERF038
LOC4325039,1.216056785,5.72E-15,5.87E-14,0.71804474,0.031636723,0.081763993,Os01g0900900,OTU domain-containing protein At3g57810%2C transcript variant X2
LOC4339029,1.313020444,6.28E-15,6.42E-14,1.204636397,3.49E-06,2.59E-05,Os05g0462700,histone H4
LOC4340613,1.292836468,6.40E-15,6.53E-14,0.316571883,0.531627236,0.68420656,Os06g0238700,protein JINGUBANG
LOC9271092,1.424261186,6.68E-15,6.81E-14,-1.114773879,0.021508498,0.059685276,Os09g0545300,auxin-responsive protein SAUR36-like
LOC112936178,3.787428147,6.70E-15,6.82E-14,0,0,0,Os08g0537200,uncharacterized LOC112936178
LOC4328767,1.211767384,6.84E-15,6.97E-14,0.812230189,0.091761573,0.192012711,Os02g0223700,glycine-rich protein 1
LOC4329504,1.068560033,7.15E-15,7.27E-14,0.564919482,0.000192033,0.00099684,Os02g0522300,uncharacterized LOC4329504
LOC112936390,2.012969247,7.16E-15,7.28E-14,0,0,0,Os09g0294800,E3 ubiquitin-protein ligase mib1-like
LOC4327616,1.78139388,8.53E-15,8.63E-14,0.272909457,0.749792528,0.85024387,Os01g0822800,RING-H2 finger protein ATL74%2C transcript variant X1
LOC4325972,2.60823087,1.01E-14,1.02E-13,4.026795388,4.23E-80,9.32E-78,Os01g0129600,LOB domain-containing protein 40
LOC9266154,2.191375959,1.05E-14,1.05E-13,1.349448546,1.42E-10,2.04E-09,Os06g0720900,ABSCISIC ACID-INSENSITIVE 5-like protein 2%2C transcript variant X2
LOC107277105,1.268341184,1.06E-14,1.06E-13,-3.201626544,1.71E-07,1.62E-06,Os07g0672600,protein LURP-one-related 2
LOC4348740,1.764251679,1.09E-14,1.10E-13,0.872873758,0.282416203,0.445104821,Os10g0444600,probable inorganic phosphate transporter 1-3
LOC4336618,1.355196541,1.10E-14,1.10E-13,0.547302052,0.005262267,0.018238099,Os04g0555300,putative glycerol-3-phosphate transporter 1
LOC9270990,4.483686373,1.24E-14,1.24E-13,0,0,0,Os11g0658900,uncharacterized LOC9270990
LOC4352597,1.552142523,1.25E-14,1.24E-13,-1.068171051,0.006429735,0.02160706,0,uncharacterized LOC4352597
LOC4346514,9.510639438,1.26E-14,1.26E-13,0,0,0,Os09g0250800,ABC transporter G family member 11
LOC4346438,1.242756409,1.28E-14,1.28E-13,1.502527712,2.31E-08,2.50E-07,Os09g0127300,cinnamoyl-CoA reductase 2
LOC4351307,2.229557824,1.49E-14,1.48E-13,0.693640242,0.002030518,0.008054329,Os12g0113500,CBL-interacting protein kinase 14-like
LOC4329526,1.064253503,1.54E-14,1.52E-13,-1.670633477,0.176021357,0.314335971,Os02g0527300,heat stress transcription factor A-3-like
LOC4337388,4.578326438,1.66E-14,1.64E-13,0,0,0,Os04g0675400,chaperone protein dnaJ C76%2C chloroplastic
LOC4333855,1.347529376,1.87E-14,1.84E-13,-0.537875457,0.025419067,0.068328148,Os03g0705800,protein FAF-like%2C chloroplastic
LOC4332924,1.150098529,1.89E-14,1.86E-13,4.26113084,4.72E-12,7.91E-11,0,peroxidase 2-like
LOC107277669,5.668221002,1.90E-14,1.87E-13,3.444106416,0.004792387,0.016848379,Os10g0162844,wall-associated receptor kinase 2
LOC4325991,1.048525134,1.93E-14,1.89E-13,0.512585396,0.034962197,0.088896905,Os01g0127900,mannose-6-phosphate isomerase 1%2C transcript variant X2
LOC4348237,1.014295958,1.95E-14,1.91E-13,0.35665094,0.151442383,0.281076759,Os10g0191300,pathogenesis-related protein PRB1-2
LOC112939608,1.090033493,2.01E-14,1.98E-13,0.419868448,0.077047501,0.168006775,0,protein ZINC INDUCED FACILITATOR-LIKE 1-like
LOC4339981,1.362404246,2.02E-14,1.98E-13,1.334060618,6.81E-07,5.76E-06,Os06g0127900,ribonucleoside-diphosphate reductase small chain
LOC4348135,1.352106142,2.10E-14,2.06E-13,2.649046843,1.30E-30,7.03E-29,Os10g0155100,WAG22 antigen%2C transcript variant X1
LOC4337135,1.589109649,2.11E-14,2.07E-13,0,0,0,Os04g0635700,uncharacterized LOC4337135
LOC107276755,1.055241115,2.16E-14,2.12E-13,1.264975219,0.011491054,0.035365533,Os12g0620000,probable LRR receptor-like serine/threonine-protein kinase At3g47570%2C transcript variant X2
LOC4345100,1.162294208,2.17E-14,2.12E-13,0.107792623,0.653074391,0.779921735,Os08g0256000,uncharacterized LOC4345100
LOC4341254,1.627157912,2.40E-14,2.34E-13,0.60376125,0.031860014,0.082203051,Os06g0548200,berberine bridge enzyme-like 13
LOC4332910,1.233352482,2.49E-14,2.42E-13,5.676106362,5.05E-129,2.61E-126,Os03g0365800,GDSL esterase/lipase At1g28650
LOC4330974,2.53875939,2.60E-14,2.53E-13,6.348174523,2.10E-92,5.90E-90,Os02g0791400,cytochrome c oxidase subunit 6b-2
LOC4331059,1.175355929,2.67E-14,2.59E-13,1.572983872,0.000942211,0.00411394,Os02g0804900,ribonucleoside-diphosphate reductase large subunit
LOC4340592,1.325677127,2.70E-14,2.61E-13,0.479408461,0.116271349,0.229783191,Os06g0234600,protein ALTERED XYLOGLUCAN 4-like%2C transcript variant X2
LOC4346069,1.239083237,2.95E-14,2.85E-13,-0.914085017,4.84E-11,7.33E-10,Os08g0521000,uncharacterized LOC4346069
LOC4340940,1.166489221,3.00E-14,2.90E-13,0.720175993,0.002482449,0.009578668,Os06g0335900,probable xyloglucan endotransglucosylase/hydrolase protein 26%2C transcript variant X2
LOC4336504,1.223069061,3.17E-14,3.05E-13,-0.13908681,0.762969733,0.858065965,Os04g0533900,heavy metal-associated isoprenylated plant protein 39
LOC107275682,6.070413859,3.22E-14,3.10E-13,10.76060287,2.71E-13,5.14E-12,Os09g0564700,ervatamin-B
LOC9270049,1.456137749,3.45E-14,3.31E-13,-0.922028884,0.000249127,0.001262105,Os03g0229500,protein DETOXIFICATION 48
LOC107277319,1.40302079,3.55E-14,3.41E-13,0,0,0,Os12g0451300,uncharacterized LOC107277319
LOC4325027,1.081271364,4.23E-14,4.04E-13,0.774927881,7.94E-08,7.93E-07,Os01g0905800,fructose-bisphosphate aldolase 3%2C cytoplasmic-like
LOC4349820,1.196380337,4.49E-14,4.29E-13,1.482709732,9.99E-08,9.86E-07,Os11g0155900,histone H3.2
LOC4329742,1.695542578,5.88E-14,5.55E-13,5.291279106,2.02E-73,3.88E-71,Os02g0574000,sugar transport protein MST1-like
LOC9271591,1.041100557,5.92E-14,5.58E-13,1.554055667,9.58E-20,2.97E-18,Os06g0160001,histone H3.2
LOC4349594,2.540228771,6.16E-14,5.80E-13,0.522584375,0.043993986,0.10749734,Os11g0113700,CBL-interacting protein kinase 15-like
LOC107276726,1.638010964,6.24E-14,5.87E-13,3.85645034,1.70E-31,9.52E-30,Os01g0719900,GDSL esterase/lipase At4g10955%2C transcript variant X1
LOC107280263,1.781866008,6.30E-14,5.92E-13,2.846643071,2.12E-21,7.29E-20,0,uncharacterized LOC107280263
LOC4341427,1.227223244,6.74E-14,6.32E-13,1.277320789,9.47E-15,2.03E-13,Os06g0594600,acyl transferase 10-like
LOC4330113,2.238198375,6.88E-14,6.44E-13,-0.416878554,0.555611279,0.703949486,Os02g0640800,(+)-neomenthol dehydrogenase
LOC9268371,1.443842499,8.79E-14,8.20E-13,0.944971731,0.008815657,0.028191959,Os05g0355400,universal stress protein PHOS32
LOC4349097,1.169912456,8.86E-14,8.26E-13,2.103606798,4.77E-33,2.95E-31,Os10g0512400,cytochrome P450 84A1
LOC4323864,1.840254574,9.24E-14,8.58E-13,0.80187989,0.005640004,0.019327098,Os01g0177400,gibberellin 3-beta-dioxygenase 2-3
LOC4335918,1.01795783,9.89E-14,9.18E-13,0.967960396,0.00211152,0.008335479,Os04g0438400,probable pectinesterase/pectinesterase inhibitor 51
LOC4342820,4.155114303,1.05E-13,9.74E-13,6.263069653,0.000116487,0.000635234,Os07g0244200,benzyl alcohol O-benzoyltransferase
LOC107277569,6.595732332,1.10E-13,1.01E-12,4.62969652,3.39E-112,1.35E-109,Os08g0455900,putative copper transporter 5.2
LOC4348771,3.150832766,1.13E-13,1.05E-12,0.798726286,0.564738588,0.712226049,Os10g0452300,putative glycine-rich cell wall structural protein 1
LOC107280680,1.856763707,1.16E-13,1.07E-12,0.904720686,0.174163744,0.3120966,Os04g0479600,trinucleotide repeat-containing gene 18 protein
LOC4334798,1.112396502,1.35E-13,1.24E-12,0.080532305,0.79654438,0.879454298,Os03g0850900,chemocyanin
LOC4352610,1.352639425,1.35E-13,1.24E-12,-0.025594947,0.874637737,0.925944845,Os12g0576100,uncharacterized LOC4352610
LOC4350433,1.439509196,1.73E-13,1.57E-12,0.707156644,0.008203238,0.026574761,Os11g0444900,uncharacterized LOC4350433
LOC107277499,1.174953219,1.79E-13,1.63E-12,0.55867865,0.144607665,0.271122386,Os03g0322700,ABSCISIC ACID-INSENSITIVE 5-like protein 2
LOC4334531,1.040597911,1.83E-13,1.66E-12,0.795603116,0.002094553,0.008274378,Os03g0810300,nudix hydrolase 16%2C mitochondrial
LOC4342379,1.23218421,1.90E-13,1.73E-12,2.243871991,1.56E-08,1.72E-07,Os07g0142600,protein app1
LOC4328882,1.271207392,2.27E-13,2.05E-12,0,0,0,Os02g0249700,uncharacterized LOC4328882
LOC4325308,1.043471931,2.64E-13,2.36E-12,0.174646572,0.429571849,0.59464983,Os01g0758200,dof zinc finger protein 5-like
LOC4342481,1.73566492,2.75E-13,2.46E-12,0.238079726,0.468402149,0.629472013,Os07g0165100,protein QUIRKY
LOC4336793,1.279895225,2.86E-13,2.55E-12,0.393744857,0.333714613,0.500707045,Os04g0585700,uncharacterized LOC4336793
LOC4339543,3.203156001,3.43E-13,3.05E-12,7.617879271,5.97E-07,5.13E-06,Os05g0552700,UDP-glycosyltransferase 84A3
LOC107275647,3.674050318,3.89E-13,3.44E-12,7.085446423,4.44E-05,0.000267326,Os10g0169900,uncharacterized LOC107275647
LOC4325260,1.196669083,4.38E-13,3.85E-12,0,0,0,Os01g0215000,GDSL esterase/lipase At1g28590%2C transcript variant X1
LOC4345212,4.194125379,4.45E-13,3.92E-12,2.043139414,0.13758735,0.261317235,Os08g0299400,probable monogalactosyldiacylglycerol synthase 2%2C chloroplastic%2C transcript variant X1
